ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CU
Bari-105_drink-1,,Bari,105_drink,a:ksa,a:ksa,aː k s a,,constenla2005,92,,^ a: k s a $,Bari,
LencaSalvador-72_white-1,,LencaSalvador,72_white,ʃoko,ʃoko,ʃ o k o,,constenla2005,93,,^ ʃ o k o $,LencaSalvador,a
LencaHonduras-72_white-1,,LencaHonduras,72_white,soko,soko,s o k o,,constenla2005,93,,^ s o k o $,LencaHonduras,a
Cacaopera-72_white-1,,Cacaopera,72_white,sahu,sahu,s a h u,,constenla2005,94,,^ s a h u $,Cacaopera,
Mayangna-72_white-1,,Mayangna,72_white,pihni,pihni,p i h n i,,constenla2005,95,,^ p i h n i $,Mayangna,b
Ulwa-72_white-1,,Ulwa,72_white,pihka,pihka,p i h k a,,constenla2005,95,,^ p i h k a $,Ulwa,b
Miskito-72_white-1,,Miskito,72_white,pihni,pihni,p i h n i,,constenla2005,95,,^ p i h n i $,Miskito,b
Pech-72_white-1,,Pech,72_white,kàbísás,kàbísás,k à/a b í/i s á/a s,,constenla2005,96,,^ k à b í s á s $,Pech,
Rama-72_white-1,,Rama,72_white,plu:ma,plu:ma,p l uː m a,,constenla2005,97,,^ p l u: m a $,Rama,ch
MalekuJaika-72_white-1,,MalekuJaika,72_white,ʝaki: pala: iŋa:,ʝaki: pala: iŋa:,ʝ a k iː + p a l aː + i ŋ aː,,constenla2005,98,,^ ʝ a k i: + p a l a: + i ŋ a: $,MalekuJaika,
Boruca-72_white-1,,Boruca,72_white,suát,suát,s u á/a t,,constenla2005,99,,^ s u á t $,Boruca,
Bribri-72_white-1,,Bribri,72_white,sadǔdǔ,sadǔdǔ,s a d ǔ/u d ǔ/u,,constenla2005,97,,^ s a d ǔ d ǔ $,Bribri,ch
Cabecar-72_white-1,,Cabecar,72_white,sadúù,sadúù,s a d ú/u ù/u,,constenla2005,97,,^ s a d ú ù $,Cabecar,ch
Teribe-72_white-1,,Teribe,72_white,ɸɺùɾún,ɸɺùɾún,ɸ ɺ ù/u ɾ ú/u n,,constenla2005,100,,^ ɸ ɺ ù ɾ ú n $,Teribe,c
Ngabere-72_white-1,,Ngabere,72_white,ŋweɲe,ŋweɲe,ŋ w e ɲ e,,constenla2005,101,,^ ŋ w e ɲ e $,Ngabere,
Buglere-72_white-1,,Buglere,72_white,hutɾe,hutɾe,h u t ɾ e,,constenla2005,102,,^ h u t ɾ e $,Buglere,
Dorasque-72_white-1,,Dorasque,72_white,bokkála,bokkála,b o k á/a l a,,constenla2005,103,,^ b o kk á l a $,Dorasque,
SanBlasKuna-72_white-1,,SanBlasKuna,72_white,sippu,sippu,s i p u,,constenla2005,104,,^ s i pp u $,SanBlasKuna,
Cogui-72_white-1,,Cogui,72_white,a'butʃi,a'butʃi,a 'b/b u tʃ i,,constenla2005,105,,^ a 'b u tʃ i $,Cogui,
Arhuaco-72_white-1,,Arhuaco,72_white,'bunsi kawa,'bunsi kawa,'b/b u n s i + k a w a,,constenla2005,100,,^ 'b u n s i + k a w a $,Arhuaco,c
Malayo-72_white-1,,Malayo,72_white,ambɨnʃi,ambɨnʃi,a m b ɨ n ʃ i,,constenla2005,100,,^ a m b ɨ n ʃ i $,Malayo,c
Chimila-72_white-1,,Chimila,72_white,so:motu:,so:motu:,s oː m o t uː,,constenla2005,106,,^ s o: m o t u: $,Chimila,
Chibcha-72_white-1,,Chibcha,72_white,pkɨhɨsio,pkɨhɨsio,p k ɨ h ɨ s i o,,constenla2005,107,,^ p k ɨ h ɨ s i o $,Chibcha,
CentralTunebo-72_white-1,,CentralTunebo,72_white,kwa'sajɾo,kwa'sajɾo,k w 'a/a s a j ɾ o,,constenla2005,108,,^ k w a' s a j ɾ o $,CentralTunebo,
Bari-72_white-1,,Bari,72_white,batti,batti,b a t i,,constenla2005,109,,^ b a tt i $,Bari,
LencaSalvador-22_mouth-1,,LencaSalvador,22_mouth,ints'ats'a,ints'ats'a,i n t s 'a/a t s 'a/a,,constenla2005,110,,^ i n t s 'a t s 'a $,LencaSalvador,a
LencaHonduras-22_mouth-1,,LencaHonduras,22_mouth,in,in,i n,,constenla2005,110,,^ i n $,LencaHonduras,a
Cacaopera-22_mouth-1,,Cacaopera,22_mouth,tawa,tawa,t a w a,,constenla2005,111,,^ t a w a $,Cacaopera,b
Mayangna-22_mouth-1,,Mayangna,22_mouth,tapas,tapas,t a p a s,,constenla2005,111,,^ t a p a s $,Mayangna,b
Ulwa-22_mouth-1,,Ulwa,22_mouth,tapas,tapas,t a p a s,,constenla2005,111,,^ t a p a s $,Ulwa,b
Miskito-22_mouth-1,,Miskito,22_mouth,bila,bila,b i l a,,constenla2005,112,,^ b i l a $,Miskito,
Pech-22_mouth-1,,Pech,22_mouth,sà:pà,sà:pà,s àː/aː p à/a,,constenla2005,111,,^ s à: p à $,Pech,b
Rama-22_mouth-1,,Rama,22_mouth,ka-ka:,ka-ka:,k a + k aː,,constenla2005,113,,^ k a - k a: $,Rama,c
MalekuJaika-22_mouth-1,,MalekuJaika,22_mouth,koki:,koki:,k o k iː,,constenla2005,113,,^ k o k i: $,MalekuJaika,c
Boruca-22_mouth-1,,Boruca,22_mouth,ká-sà,ká-sà,k á/a + s à/a,,constenla2005,113,,^ k á - s à $,Boruca,c
Bribri-22_mouth-1,,Bribri,22_mouth,axkʊ́,axkʊ́,a x k ʊ́/ʊ,,constenla2005,113,,^ a x k ʊ́ $,Bribri,c
Cabecar-22_mouth-1,,Cabecar,22_mouth,hkʊ́,hkʊ́,h k ʊ́/ʊ,,constenla2005,113,,^ h k ʊ́ $,Cabecar,c
Teribe-22_mouth-1,,Teribe,22_mouth,kʰá-mo,kʰá-mo,kʰ á/a + m o,,constenla2005,113,,^ kʰ á - m o $,Teribe,c
Ngabere-22_mouth-1,,Ngabere,22_mouth,ka-da,ka-da,k a + d a,,constenla2005,113,,^ k a - d a $,Ngabere,c
Buglere-22_mouth-1,,Buglere,22_mouth,ka,ka,k a,,constenla2005,113,,^ k a $,Buglere,c
Dorasque-22_mouth-1,,Dorasque,22_mouth,ka-ga,ka-ga,k a + g a,,constenla2005,113,,^ k a - g a $,Dorasque,c
SanBlasKuna-22_mouth-1,,SanBlasKuna,22_mouth,ka-kka,ka-kka,k a + k a,,constenla2005,113,,^ k a - kk a $,SanBlasKuna,c
Cogui-22_mouth-1,,Cogui,22_mouth,'ka-ka,'ka-ka,'k/k a + k a,,constenla2005,113,,^ 'k a - k a $,Cogui,c
Arhuaco-22_mouth-1,,Arhuaco,22_mouth,kə-kka,kə-kka,k ə + k a,,constenla2005,113,,^ k ə - kk a $,Arhuaco,c
Malayo-22_mouth-1,,Malayo,22_mouth,kə'-ka,kə'-ka,k 'ə/ə + k a,,constenla2005,113,,^ k ə' - k a $,Malayo,c
Chimila-22_mouth-1,,Chimila,22_mouth,ka-kkwa,ka-kkwa,k a + k w a,,constenla2005,113,,^ k a - kk w a $,Chimila,c
Chibcha-22_mouth-1,,Chibcha,22_mouth,kɨhɨka,kɨhɨka,k ɨ h ɨ k a,,constenla2005,113,,^ k ɨ h ɨ k a $,Chibcha,c
CentralTunebo-22_mouth-1,,CentralTunebo,22_mouth,'kah-ka,'kah-ka,'k/k a h + k a,,constenla2005,113,,^ 'k a h - k a $,CentralTunebo,c
Bari-22_mouth-1,,Bari,22_mouth,ka-ksiu:,ka-ksiu:,k a + k s i uː,,constenla2005,113,,^ k a - k s i u: $,Bari,c
LencaSalvador-52_forest-1,,LencaSalvador,52_forest,kotaN,kotaN,k o t a n,,constenla2005,114,,^ k o t a N $,LencaSalvador,a
LencaHonduras-52_forest-1,,LencaHonduras,52_forest,kotan,kotan,k o t a n,,constenla2005,114,,^ k o t a n $,LencaHonduras,a
Cacaopera-52_forest-1,,Cacaopera,52_forest,jura,jura,j u r a,,constenla2005,115,,^ j u r a $,Cacaopera,
Mayangna-52_forest-1,,Mayangna,52_forest,asaŋpas,asaŋpas,a s a ŋ p a s,,constenla2005,116,,^ a s a ŋ p a s $,Mayangna,b
Ulwa-52_forest-1,,Ulwa,52_forest,asaŋpas,asaŋpas,a s a ŋ p a s,,constenla2005,116,,^ a s a ŋ p a s $,Ulwa,b
Miskito-52_forest-1,,Miskito,52_forest,unta,unta,u n t a,,constenla2005,117,,^ u n t a $,Miskito,
Pech-52_forest-1,,Pech,52_forest,wàhà,wàhà,w à/a h à/a,,constenla2005,118,,^ w à h à $,Pech,
Rama-52_forest-1,,Rama,52_forest,sulaik,sulaik,s u l a i k,,constenla2005,119,,^ s u l a i k $,Rama,
MalekuJaika-52_forest-1,,MalekuJaika,52_forest,tuɾu:,tuɾu:,t u ɾ uː,,constenla2005,120,,^ t u ɾ u: $,MalekuJaika,
Boruca-52_forest-1,,Boruca,52_forest,dʒàbáʔtʃìk,dʒàbáʔtʃìk,dʒ à/a b á/a ʔ tʃ ì/i k,,constenla2005,121,,^ dʒ à b á ʔ tʃ ì k $,Boruca,
Bribri-52_forest-1,,Bribri,52_forest,káɺdʒʊ̀k,káɺdʒʊ̀k,k á/a ɺ dʒ ʊ̀/ʊ k,,constenla2005,122,,^ k á ɺ dʒ ʊ̀ k $,Bribri,c
Cabecar-52_forest-1,,Cabecar,52_forest,kàɺdʒakà,kàɺdʒakà,k à/a ɺ dʒ a k à/a,,constenla2005,122,,^ k à ɺ dʒ a k à $,Cabecar,c
Teribe-52_forest-1,,Teribe,52_forest,ɸʊ́,ɸʊ́,ɸ ʊ́/ʊ,,constenla2005,123,,^ ɸ ʊ́ $,Teribe,ch
Ngabere-52_forest-1,,Ngabere,52_forest,kɔtuguɔ,kɔtuguɔ,k ɔ t u g u ɔ,,constenla2005,124,,^ k ɔ t u g u ɔ $,Ngabere,
Buglere-52_forest-1,,Buglere,52_forest,glínaŋa,glínaŋa,g l í/i n a ŋ a,,constenla2005,125,,^ g l í n a ŋ a $,Buglere,
Dorasque-52_forest-1,,Dorasque,52_forest,kalkalgó,kalkalgó,k a l k a l g ó/o,,constenla2005,126,,^ k a l k a l g ó $,Dorasque,d
SanBlasKuna-52_forest-1,,SanBlasKuna,52_forest,sappuɾu,sappuɾu,s a p u ɾ u,,constenla2005,127,,^ s a pp u ɾ u $,SanBlasKuna,
Cogui-52_forest-1,,Cogui,52_forest,kal'kala,kal'kala,k a l 'k/k a l a,,constenla2005,126,,^ k a l 'k a l a $,Cogui,d
Arhuaco-52_forest-1,,Arhuaco,52_forest,'kənkəni,'kənkəni,'k/k ə n k ə n i,,constenla2005,126,,^ 'k ə n k ə n i $,Arhuaco,d
Malayo-52_forest-1,,Malayo,52_forest,kɨnkɨna,kɨnkɨna,k ɨ n k ɨ n a,,constenla2005,126,,^ k ɨ n k ɨ n a $,Malayo,d
Chimila-52_forest-1,,Chimila,52_forest,ɾuhŋa,ɾuhŋa,ɾ u h ŋ a,,constenla2005,128,,^ ɾ u h ŋ a $,Chimila,
Chibcha-52_forest-1,,Chibcha,52_forest,kɨe,kɨe,k ɨ e,,constenla2005,129,,^ k ɨ e $,Chibcha,
CentralTunebo-52_forest-1,,CentralTunebo,52_forest,'bowaɾa,'bowaɾa,'b/b o w a ɾ a,,constenla2005,123,,^ 'b o w a ɾ a $,CentralTunebo,ch
Bari-52_forest-1,,Bari,52_forest,kaikbé,kaikbé,k a i k b é/e,,constenla2005,130,,^ k a i k b é $,Bari,
LencaSalvador-15_good-1,,LencaSalvador,15_good,ʃam,ʃam,ʃ a m,,constenla2005,131,,^ ʃ a m $,LencaSalvador,a
LencaHonduras-15_good-1,,LencaHonduras,15_good,sa,sa,s a,,constenla2005,131,,^ s a $,LencaHonduras,a
Cacaopera-15_good-1,,Cacaopera,15_good,kua,kua,k u a,,constenla2005,132,,^ k u a $,Cacaopera,
Mayangna-15_good-1,,Mayangna,15_good,jamni,jamni,j a m n i,,constenla2005,131,,^ j a m n i $,Mayangna,a
Ulwa-15_good-1,,Ulwa,15_good,jamka,jamka,j a m k a,,constenla2005,131,,^ j a m k a $,Ulwa,a
Miskito-15_good-1,,Miskito,15_good,jamni,jamni,j a m n i,,constenla2005,131,,^ j a m n i $,Miskito,a
Pech-15_good-1,,Pech,15_good,ã́jjã̀,ã́jjã̀,ã́/ã j ã̀/ã,,constenla2005,133,,^ ã́ jj ã̀ $,Pech,b
Rama-15_good-1,,Rama,15_good,mali:ma,mali:ma,m a l iː m a,,constenla2005,134,,^ m a l i: m a $,Rama,
MalekuJaika-15_good-1,,MalekuJaika,15_good,maɾa:la:ɸaɾiŋa:,maɾa:la:ɸaɾiŋa:,m a ɾ aː l aː ɸ a ɾ i ŋ aː,,constenla2005,135,,^ m a ɾ a: l a: ɸ a ɾ i ŋ a: $,MalekuJaika,
Boruca-15_good-1,,Boruca,15_good,mòɾéŋ,mòɾéŋ,m ò/o ɾ é/e ŋ,,constenla2005,136,,^ m ò ɾ é ŋ $,Boruca,
Bribri-15_good-1,,Bribri,15_good,buǎʔ,buǎʔ,b u ǎ/a ʔ,,constenla2005,137,,^ b u ǎ ʔ $,Bribri,
Cabecar-15_good-1,,Cabecar,15_good,bʊ́ɪ,bʊ́ɪ,b ʊ́/ʊ ɪ,,constenla2005,138,,^ b ʊ́ ɪ $,Cabecar,
Teribe-15_good-1,,Teribe,15_good,kʰóbe,kʰóbe,kʰ ó/o b e,,constenla2005,139,,^ kʰ ó b e $,Teribe,
Ngabere-15_good-1,,Ngabere,15_good,kɔ̃ɪ̃,kɔ̃ɪ̃,k ɔ̃ ɪ̃,,constenla2005,140,,^ k ɔ̃ ɪ̃ $,Ngabere,
Buglere-15_good-1,,Buglere,15_good,no,no,n o,,constenla2005,141,,^ n o $,Buglere,c
Dorasque-15_good-1,,Dorasque,15_good,apé,apé,a p é/e,,constenla2005,142,,^ a p é $,Dorasque,
SanBlasKuna-15_good-1,,SanBlasKuna,15_good,nu-eti,nu-eti,n u + e t i,,constenla2005,141,,^ n u - e t i $,SanBlasKuna,c
Cogui-15_good-1,,Cogui,15_good,hantʃi'dʒe,hantʃi'dʒe,h a n tʃ i 'd/d ʒ e,,constenla2005,143,,^ h a n tʃ i 'd ʒ e $,Cogui,
Arhuaco-15_good-1,,Arhuaco,15_good,du kawa,du kawa,d u + k a w a,,constenla2005,144,,^ d u + k a w a $,Arhuaco,
Malayo-15_good-1,,Malayo,15_good,ʒi'koka,ʒi'koka,ʒ i 'k/k o k a,,constenla2005,145,,^ ʒ i 'k o k a $,Malayo,
Chimila-15_good-1,,Chimila,15_good,be: ŋatte,be: ŋatte,b eː + ŋ a t e,,constenla2005,146,,^ b e: + ŋ a tt e $,Chimila,
Chibcha-15_good-1,,Chibcha,15_good,tʲo,tʲo,tʲ o,,constenla2005,147,,^ tʲ o $,Chibcha,
CentralTunebo-15_good-1,,CentralTunebo,15_good,'aj,'aj,'a/a j,,constenla2005,133,,^ 'a j $,CentralTunebo,b
Bari-15_good-1,,Bari,15_good,sabãĩnĩ,sabãĩnĩ,s a b ã ĩ n ĩ,,constenla2005,148,,^ s a b ã ĩ n ĩ $,Bari,
LencaSalvador-96_hair-1,,LencaSalvador,96_hair,alah,alah,a l a h,,constenla2005,149,,^ a l a h $,LencaSalvador,a
LencaHonduras-96_hair-1,,LencaHonduras,96_hair,asa,asa,a s a,,constenla2005,149,,^ a s a $,LencaHonduras,a
Cacaopera-96_hair-1,,Cacaopera,96_hair,kili,kili,k i l i,,constenla2005,150,,^ k i l i $,Cacaopera,
Mayangna-96_hair-1,,Mayangna,96_hair,bas,bas,b a s,,constenla2005,151,,^ b a s $,Mayangna,b
Ulwa-96_hair-1,,Ulwa,96_hair,bas,bas,b a s,,constenla2005,151,,^ b a s $,Ulwa,b
Miskito-96_hair-1,,Miskito,96_hair,tãwa,tãwa,t ã w a,,constenla2005,152,,^ t ã w a $,Miskito,
Pech-96_hair-1,,Pech,96_hair,ṹs,ṹs,ṹ/ũ s,,constenla2005,153,,^ ṹ s $,Pech,
Rama-96_hair-1,,Rama,96_hair,uli:s,uli:s,u l iː s,,constenla2005,154,,^ u l i: s $,Rama,
MalekuJaika-96_hair-1,,MalekuJaika,96_hair,i:ɬa,i:ɬa,iː ɬ a,,constenla2005,155,,^ i: ɬ a $,MalekuJaika,
Boruca-96_hair-1,,Boruca,96_hair,ʃíxtkà,ʃíxtkà,ʃ í/i x t k à/a,,constenla2005,156,,^ ʃ í x t k à $,Boruca,
Bribri-96_hair-1,,Bribri,96_hair,tsã́,tsã́,t s ã́/ã,,constenla2005,157,,^ t s ã́ $,Bribri,c
Cabecar-96_hair-1,,Cabecar,96_hair,tsã́-kṹ kʊ,tsã́-kṹ kʊ,t s ã́/ã + k ṹ/ũ + k ʊ,,constenla2005,158,,^ t s ã́ - k ṹ + k ʊ $,Cabecar,
Teribe-96_hair-1,,Teribe,96_hair,kóŋzò,kóŋzò,k ó/o ŋ z ò/o,,constenla2005,157,,^ k ó ŋ z ò $,Teribe,c
Ngabere-96_hair-1,,Ngabere,96_hair,dokwɔdɾɯ,dokwɔdɾɯ,d o k w ɔ d ɾ ɯ,,constenla2005,159,,^ d o k w ɔ d ɾ ɯ $,Ngabere,
Buglere-96_hair-1,,Buglere,96_hair,tʃugaga,tʃugaga,tʃ u g a g a,,constenla2005,160,,^ tʃ u g a g a $,Buglere,
Dorasque-96_hair-1,,Dorasque,96_hair,ogá,ogá,o g á/a,,constenla2005,161,,^ o g á $,Dorasque,
SanBlasKuna-96_hair-1,,SanBlasKuna,96_hair,sa-ila,sa-ila,s a + i l a,,constenla2005,157,,^ s a - i l a $,SanBlasKuna,c
Cogui-96_hair-1,,Cogui,96_hair,'sã-ĩ,'sã-ĩ,'s/s ã + ĩ,,constenla2005,157,,^ 's ã - ĩ $,Cogui,c
Arhuaco-96_hair-1,,Arhuaco,96_hair,'sa-gənɨ,'sa-gənɨ,'s/s a + g ə n ɨ,,constenla2005,157,,^ 's a - g ə n ɨ $,Arhuaco,c
Malayo-96_hair-1,,Malayo,96_hair,ʃa,ʃa,ʃ a,,constenla2005,157,,^ ʃ a $,Malayo,c
Chimila-96_hair-1,,Chimila,96_hair,'a,'a,'a/a,,constenla2005,162,,^ 'a $,Chimila,
Chibcha-96_hair-1,,Chibcha,96_hair,tsɨe,tsɨe,t s ɨ e,,constenla2005,157,,^ t s ɨ e $,Chibcha,c
CentralTunebo-96_hair-1,,CentralTunebo,96_hair,ana'ɾa,ana'ɾa,a n 'a/a ɾ a,,constenla2005,163,,^ a n a' ɾ a $,CentralTunebo,
Bari-96_hair-1,,Bari,96_hair,kã:tũ,kã:tũ,k ãː t ũ,,constenla2005,164,,^ k ã: t ũ $,Bari,
LencaSalvador-104_head-1,,LencaSalvador,104_head,oso,oso,o s o,,constenla2005,165,,^ o s o $,LencaSalvador,
LencaHonduras-104_head-1,,LencaHonduras,104_head,tɾoh,tɾoh,t ɾ o h,,constenla2005,166,,^ t ɾ o h $,LencaHonduras,a
Cacaopera-104_head-1,,Cacaopera,104_head,wara,wara,w a r a,,constenla2005,167,,^ w a r a $,Cacaopera,
Mayangna-104_head-1,,Mayangna,104_head,tun,tun,t u n,,constenla2005,166,,^ t u n $,Mayangna,a
Ulwa-104_head-1,,Ulwa,104_head,tun,tun,t u n,,constenla2005,166,,^ t u n $,Ulwa,a
Miskito-104_head-1,,Miskito,104_head,lal,lal,l a l,,constenla2005,168,,^ l a l $,Miskito,
Pech-104_head-1,,Pech,104_head,sã́,sã́,s ã́/ã,,constenla2005,169,,^ s ã́ $,Pech,b
Rama-104_head-1,,Rama,104_head,ki:ŋ,ki:ŋ,k iː ŋ,,constenla2005,170,,^ k i: ŋ $,Rama,
MalekuJaika-104_head-1,,MalekuJaika,104_head,tʃa:,tʃa:,tʃ aː,,constenla2005,169,,^ tʃ a: $,MalekuJaika,b
Boruca-104_head-1,,Boruca,104_head,sà-gɾá,sà-gɾá,s à/a + g ɾ á/a,,constenla2005,169,,^ s à - g ɾ á $,Boruca,b
Bribri-104_head-1,,Bribri,104_head,uʊ̂kìd,uʊ̂kìd,u ʊ̂/ʊ k ì/i d,,constenla2005,171,,^ u ʊ̂ k ì d $,Bribri,
Cabecar-104_head-1,,Cabecar,104_head,tsã́-kṹ,tsã́-kṹ,t s ã́/ã + k ṹ/ũ,,constenla2005,169,,^ t s ã́ - k ṹ $,Cabecar,b
Teribe-104_head-1,,Teribe,104_head,kógo,kógo,k ó/o g o,,constenla2005,172,,^ k ó g o $,Teribe,
Ngabere-104_head-1,,Ngabere,104_head,dokwɔ,dokwɔ,d o k w ɔ,,constenla2005,173,,^ d o k w ɔ $,Ngabere,c
Buglere-104_head-1,,Buglere,104_head,tʃuga,tʃuga,tʃ u g a,,constenla2005,173,,^ tʃ u g a $,Buglere,c
Dorasque-104_head-1,,Dorasque,104_head,dukú,dukú,d u k ú/u,,constenla2005,173,,^ d u k ú $,Dorasque,c
SanBlasKuna-104_head-1,,SanBlasKuna,104_head,nono,nono,n o n o,,constenla2005,174,,^ n o n o $,SanBlasKuna,
Cogui-104_head-1,,Cogui,104_head,'sa-nkala,'sa-nkala,'s/s a + n k a l a,,constenla2005,169,,^ 's a - n k a l a $,Cogui,b
Arhuaco-104_head-1,,Arhuaco,104_head,sa'-kuku,sa'-kuku,s 'a/a + k u k u,,constenla2005,169,,^ s a' - k u k u $,Arhuaco,b
Malayo-104_head-1,,Malayo,104_head,ʃa'-munku,ʃa'-munku,ʃ 'a/a + m u n k u,,constenla2005,169,,^ ʃ a' - m u n k u $,Malayo,b
Chimila-104_head-1,,Chimila,104_head,ha:kɾa,ha:kɾa,h aː k ɾ a,,constenla2005,175,,^ h a: k ɾ a $,Chimila,
Chibcha-104_head-1,,Chibcha,104_head,tsɨskɨ,tsɨskɨ,t s ɨ s k ɨ,,constenla2005,169,,^ t s ɨ s k ɨ $,Chibcha,b
CentralTunebo-104_head-1,,CentralTunebo,104_head,'kwisa,'kwisa,'k/k w i s a,,constenla2005,176,,^ 'k w i s a $,CentralTunebo,
Bari-104_head-1,,Bari,104_head,sa:,sa:,s aː,,constenla2005,169,,^ s a: $,Bari,b
LencaSalvador-27_tumblefalldown-1,,LencaSalvador,27_tumblefalldown,pit,pit,p i t,,constenla2005,177,,^ p i t $,LencaSalvador,
LencaHonduras-27_tumblefalldown-1,,LencaHonduras,27_tumblefalldown,kaɾau,kaɾau,k a ɾ a u,,constenla2005,178,,^ k a ɾ a u $,LencaHonduras,
Cacaopera-27_tumblefalldown-1,,Cacaopera,27_tumblefalldown,winwa'jam,winwa'jam,w i n w a 'j/j a m,,constenla2005,179,,^ w i n w a 'j a m $,Cacaopera,
Mayangna-27_tumblefalldown-1,,Mayangna,27_tumblefalldown,buk,buk,b u k,,constenla2005,180,,^ b u k $,Mayangna,
Ulwa-27_tumblefalldown-1,,Ulwa,27_tumblefalldown,wauhda,wauhda,w a u h d a,,constenla2005,181,,^ w a u h d a $,Ulwa,
Miskito-27_tumblefalldown-1,,Miskito,27_tumblefalldown,kahw,kahw,k a h w,,constenla2005,182,,^ k a h w $,Miskito,
Pech-27_tumblefalldown-1,,Pech,27_tumblefalldown,ã̀h,ã̀h,ã̀/ã h,,constenla2005,183,,^ ã̀ h $,Pech,a
Rama-27_tumblefalldown-1,,Rama,27_tumblefalldown,kaiɾk,kaiɾk,k a i ɾ k,,constenla2005,184,,^ k a i ɾ k $,Rama,
MalekuJaika-27_tumblefalldown-1,,MalekuJaika,27_tumblefalldown,mini:,mini:,m i n iː,,constenla2005,185,,^ m i n i: $,MalekuJaika,
Boruca-27_tumblefalldown-1,,Boruca,27_tumblefalldown,trùʔ,trùʔ,t r ù/u ʔ,,constenla2005,186,,^ t r ù ʔ $,Boruca,
Bribri-27_tumblefalldown-1,,Bribri,27_tumblefalldown,ã́d,ã́d,ã́/ã d,,constenla2005,183,,^ ã́ d $,Bribri,a
Cabecar-27_tumblefalldown-1,,Cabecar,27_tumblefalldown,hã́d,hã́d,h ã́/ã d,,constenla2005,183,,^ h ã́ d $,Cabecar,a
Teribe-27_tumblefalldown-1,,Teribe,27_tumblefalldown,bɪgɪ́,bɪgɪ́,b ɪ g ɪ́/ɪ,,constenla2005,187,,^ b ɪ g ɪ́ $,Teribe,
Ngabere-27_tumblefalldown-1,,Ngabere,27_tumblefalldown,nɤtɤ,nɤtɤ,n ɤ t ɤ,,constenla2005,188,,^ n ɤ t ɤ $,Ngabere,
Buglere-27_tumblefalldown-1,,Buglere,27_tumblefalldown,hãɪ̃́,hãɪ̃́,h ã ɪ̃́/ɪ̃,,constenla2005,189,,^ h ã ɪ̃́ $,Buglere,
Dorasque-27_tumblefalldown-1,,Dorasque,27_tumblefalldown,dudiglá,dudiglá,d u d i g l á/a,,constenla2005,190,,^ d u d i g l á $,Dorasque,
SanBlasKuna-27_tumblefalldown-1,,SanBlasKuna,27_tumblefalldown,aɾkwanne,aɾkwanne,a ɾ k w a n e,,constenla2005,191,,^ a ɾ k w a nn e $,SanBlasKuna,
Cogui-27_tumblefalldown-1,,Cogui,27_tumblefalldown,'pen,'pen,'p/p e n,,constenla2005,192,,^ 'p e n $,Cogui,
Arhuaco-27_tumblefalldown-1,,Arhuaco,27_tumblefalldown,'waʔn,'waʔn,'w/w a ʔ n,,constenla2005,193,,^ 'w a ʔ n $,Arhuaco,
Malayo-27_tumblefalldown-1,,Malayo,27_tumblefalldown,ʃeʒ,ʃeʒ,ʃ e ʒ,,constenla2005,194,,^ ʃ e ʒ $,Malayo,
Chimila-27_tumblefalldown-1,,Chimila,27_tumblefalldown,'kutti,'kutti,'k/k u t i,,constenla2005,195,,^ 'k u tt i $,Chimila,
Chibcha-27_tumblefalldown-1,,Chibcha,27_tumblefalldown,ma,ma,m a,,constenla2005,196,,^ m a $,Chibcha,
CentralTunebo-27_tumblefalldown-1,,CentralTunebo,27_tumblefalldown,tih'kan,tih'kan,t i h 'k/k a n,,constenla2005,197,,^ t i h 'k a n $,CentralTunebo,
Bari-27_tumblefalldown-1,,Bari,27_tumblefalldown,sinakai,sinakai,s i n a k a i,,constenla2005,198,,^ s i n a k a i $,Bari,
LencaSalvador-79_hotorwarm-1,,LencaSalvador,79_hotorwarm,aʃa,aʃa,a ʃ a,,constenla2005,199,,^ a ʃ a $,LencaSalvador,a
LencaHonduras-79_hotorwarm-1,,LencaHonduras,79_hotorwarm,siwa,siwa,s i w a,,constenla2005,200,,^ s i w a $,LencaHonduras,
Cacaopera-79_hotorwarm-1,,Cacaopera,79_hotorwarm,dindinka,dindinka,d i n d i n k a,,constenla2005,201,,^ d i n d i n k a $,Cacaopera,
Mayangna-79_hotorwarm-1,,Mayangna,79_hotorwarm,dajni,dajni,d a j n i,,constenla2005,202,,^ d a j n i $,Mayangna,b
Ulwa-79_hotorwarm-1,,Ulwa,79_hotorwarm,dajhka,dajhka,d a j h k a,,constenla2005,202,,^ d a j h k a $,Ulwa,b
Miskito-79_hotorwarm-1,,Miskito,79_hotorwarm,lapta,lapta,l a p t a,,constenla2005,203,,^ l a p t a $,Miskito,
Pech-79_hotorwarm-1,,Pech,79_hotorwarm,patàʔok,patàʔok,p a t à/a ʔ o k,,constenla2005,204,,^ p a t à ʔ o k $,Pech,
Rama-79_hotorwarm-1,,Rama,79_hotorwarm,tuku:-ba,tuku:-ba,t u k uː + b a,,constenla2005,205,,^ t u k u: - b a $,Rama,c
MalekuJaika-79_hotorwarm-1,,MalekuJaika,79_hotorwarm,toke:-ʝa,toke:-ʝa,t o k eː + ʝ a,,constenla2005,205,,^ t o k e: - ʝ a $,MalekuJaika,c
Boruca-79_hotorwarm-1,,Boruca,79_hotorwarm,dʒìká,dʒìká,dʒ ì/i k á/a,,constenla2005,206,,^ dʒ ì k á $,Boruca,ch
